zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url,fax,trailingPegRatio,address2
95131,Financial Services,26500.0,"PayPal Holdings, Inc. operates as a technology platform and digital payments company that enables digital and mobile payments on behalf of consumers and merchants worldwide. Its payment solutions include PayPal, PayPal Credit, Braintree, Venmo, Xoom, Hyperwallet, and iZettle products. The company's payments platform allows consumers to send and receive payments, withdraw funds to their bank accounts, and hold balances in their PayPal accounts in various currencies. It also offers gateway services that enable merchants to accept payments online with credit or debit cards, as well as digital wallets. PayPal Holdings, Inc. was founded in 1998 and is headquartered in San Jose, California.",San Jose,408-967-1000,CA,United States,[],https://www.paypal.com,1.0,2211 North First Street,Credit Services,0.21124001,0.20086001,0.47824,5923999744,0.132,0.17388001,5190000128,175.0,buy,10001000000.0,3478000128,268.0,118.77,0.07,1.298,0.038110003,45.0,272.38,43.902,0.24299999,366.0,13292000256.0,9697999872.0,24568999936.0,11.313,USD,20.932,0.337,1.9,NMS,"PayPal Holdings, Inc.","PayPal Holdings, Inc.",America/New_York,EDT,True,-14400000,,EQUITY,PYPL,,,finmb_112732,68da608d-aec4-350b-8dec-8a2691f5a0ef,us_market,,8.994,,42.578,,,5.27,,1174930048.0,,,,18.816,17274195.0,0.0147,,1609372800.0,0.81787,4935000064.0,4.159,,,6.312181,0.0012899999,1672444800.0,,1632960000.0,1.01,1636934400.0,1173485008.0,1.164675,220982149120.0,2.0,,,,,,,0.065,5.679777,1639526400.0,2.02,,22.537,,0.0147,16573015.0,,,,112.16,111.53,222.4811,,0.0,,119.38,,22002860.0,112.16,132.5908,,111.53,,22002860.0,,,,,,,110.23,USD,28.557344,31997825.0,,,,139546443776.0,,,21536941.0,110.23,117.88,1100.0,31997825.0,310.16,,,92.25,117.75,False,,1100.0,119.38,118.77,,https://logo.clearbit.com/paypal.com,,,
06604,Financial Services,,"People's United Financial, Inc. operates as the bank holding company for People's United Bank, National Association that provides commercial banking, retail banking, and wealth management services to individual, corporate, and municipal customers. The Commercial Banking segment offers commercial deposit products, commercial real estate lending, middle market and business banking, equipment financing, mortgage warehouse and asset-based lending, treasury management services, and capital market capabilities. The Retail Banking segment offers consumer lending, including residential mortgage and home equity lending; and consumer deposit gathering services. This segment also provides brokerage, financial and investment advisory, investment management, life insurance, financial management and planning, and non-institutional trust services. In addition, the company offers cash management, municipal banking, online banking, investment trading, and telephone banking services. It operates through a network of 417 branches in Connecticut, southeastern New York, Massachusetts, Vermont, Maine, and New Hampshire, as well as 631 ATMs. The company was founded in 1842 and is headquartered in Bridgeport, Connecticut.",Bridgeport,203 338 7171,CT,United States,[],https://www.peoples.com,1.0,850 Main Street,Banks—Regional,0.0,0.31164,0.0,,-0.143,0.42369998,,,none,1941000000.0,,,21.08,,,0.00947,,,,0.07803,,320500000.0,1950599936.0,1940999936.0,0.758,USD,4.6,,,NMS,People's,"People's United Financial, Inc.",America/New_York,EDT,True,-14400000,,EQUITY,PBCT,,,finmb_295774,34d4a8a2-177a-3ab6-a086-1fe33853aa85,us_market,,5.613,,,,,1.09,,428024992.0,,,,17.845,15666147.0,0.0366,,1640908800.0,0.75031,590800000.0,0.702,,,1.1812834,0.00918,1703980800.0,,1640908800.0,3.03,1640908800.0,419063320.0,0.99453,10894404608.0,2.0,,1176681600,21:10,,,,,4.6485147,1643587200.0,1.27,,19.339449,,0.0494,10288644.0,,,,21.09,21.03,17.98265,0.034376483,0.5234,,21.205,,6114170.0,21.09,20.3918,0.725,21.03,,6114170.0,,,0.73,1643587200,,,20.4,USD,30.028488,11322372.0,,,,9022767104.0,,,4778829.0,20.4,21.11,1200.0,11322372.0,21.6,,4.47,15.18,20.5,False,0.0342,2200.0,21.205,21.08,,https://logo.clearbit.com/peoples.com,,,
50392,Financial Services,17400.0,"Principal Financial Group, Inc. provides retirement, asset management, and insurance products and services to businesses, individuals, and institutional clients worldwide. The company operates in Retirement and Income Solutions, Principal Global Investors, Principal International, and U.S. Insurance Solutions segments. The Retirement and Income Solutions segment provides a portfolio of asset accumulation products and services for retirement savings and income. It offers products and services for defined contribution plans, including 401(k) and 403(b) plans, defined benefit pension plans, nonqualified executive benefit plans, employee stock ownership plans, and pension risk transfer services; individual retirement accounts and payroll deduction plans; investment only products; and mutual funds, individual annuities, and bank products. The Principal Global Investors segment provides equity, fixed income, real estate, and other alternative investments, as well as asset allocation, stable value management, and other structured investment strategies. The Principal International segment offers pension accumulation and income annuity products, mutual funds, asset management, and life insurance accumulation products, as well as voluntary savings plans in Brazil, Chile, Mexico, China, Hong Kong Special Administrative Region, India, and Southeast Asia. The U.S. Insurance Solutions segment provides specialty benefits, such as group dental and vision insurance, group life insurance, and group and individual disability insurance, as well as administers group dental, disability, and vision benefits; and individual life insurance products comprising universal, variable universal, indexed universal, and term life insurance products in the United States. It also offers insurance solutions for small and medium-sized businesses and their owners, as well as executives. Principal Financial Group, Inc. was founded in 1879 and is based in Des Moines, Iowa.",Des Moines,515 247 5111,IA,United States,[],https://www.principal.com,1.0,711 High Street,Insurance—Diversified,0.16768,0.1228,0.49447,2735200000,0.034,0.14826,2336924928,64,hold,6340000000.0,2249374976,74.5,70.03,0.553,2.354,0.00447,10,73,26.941,0.1074,82,3793700096.0,4437799936.0,13936700416.0,14.312,USD,51.294,2.076,2.8,NMS,Principal Financial Group Inc,"Principal Financial Group, Inc.",America/New_York,EDT,True,-14400000,,EQUITY,PFG,,,finmb_201105,070c5788-dc34-3cbc-b653-cb6187401064,us_market,,1.513,,9.025,,,7.0,,265068992.0,,,,60.393,7059752.0,0.026600001,,1609372800.0,0.74286,1711399936.0,6.22,,,1.1595714,0.00458,1672444800.0,,1632960000.0,3.49,1636934400.0,263958781.0,1.597402,21090449408.0,2.0,,,,,,,0.525,1.3319352,1639526400.0,0.7,,10.004286,,0.0304,4276386.0,,,,70.04,69.72,68.09755,0.03369503,0.37939999,,70.11,,1891290.0,70.04,72.2466,2.36,69.72,,1891290.0,,,2.56,1638230400,,,68.72,USD,11.258842,3578554.0,,,,18562781184.0,,,1651185.0,68.72,70.18,800.0,3578554.0,80.36,,3.86,57.47,66.5,False,0.0339,800.0,70.11,70.03,,https://logo.clearbit.com/principal.com,515 248 8090,,
02210,Technology,6709.0,"PTC Inc. operates as software and services company in the Americas, Europe, and the Asia Pacific. The company operates in two segments, Software Products and Professional Services. It offers ThingWorx platform, which offers a set of capabilities that enable enterprises to digitally transform every aspect of their business with innovative solutions that are simple to create, easy to implement, scalable to meet future needs, and designed to enable customers to accelerate time to value; and Vuforia, which enables the visualization of digital information in a physical context and the creation of AR. The company also provides Onshape, a software-as-a-service product development platform unites computer-aided design with data management, collaboration tools, and real-time analytics; Arena, a PLM solution enables product teams to collaborate virtually anytime and anywhere; Creo, a 3D CAD technology enables the digital design, testing, and modification of product models; and Windchill, a product lifecycle management software. In addition, it offers Integrity, an application lifecycle management solution; Servigistics, service parts management solution; and consulting, implementation, training, cloud, and license and support services. The company was formerly known as Parametric Technology Corporation and changed its name to PTC Inc. in January 2013. PTC Inc. was incorporated in 1985 and is headquartered in Boston, Massachusetts.",Boston,781 370 5000,MA,United States,[],https://www.ptc.com,1.0,121 Seaport Boulevard,Software—Application,0.25024998,0.26391,0.79464996,368808992,0.229,0.21956,452246016,138,buy,1436057000.0,457211264,160,111.42,4.488,1.377,0.06286,13,156.15,80.858,0.27435,180,404072000.0,1648269952.0,1807159040.0,3.428,USD,15.467,1.223,1.9,NMS,PTC Inc.,PTC Inc.,America/New_York,EDT,True,-14400000,,EQUITY,PTC,,,finmb_32710,e095b813-3a2d-3dc2-bb30-0f5d39211ec0,us_market,,8.685,,34.705,,,5.06,,117872000.0,,,,17.399,2616440.0,0.0222,,1632960000.0,0.87884,476923008.0,4.03,,,6.403816,0.102139995,1696032000.0,,1632960000.0,2.6,1636934400.0,106038715.0,1.275844,15695289344.0,2.0,,1141084800,2:5,,,,4.485,7.267372,1639526400.0,1.7,,22.019762,,0.028499998,2539644.0,,,,110.73,110.32,124.10735,,0.0,,112.01,,603580.0,110.73,112.4782,,110.32,,603580.0,,,,,,,109.7,USD,27.64764,881990.0,,,,13133297664.0,,,663250.0,109.7,115.68,900.0,881990.0,153.73,,,100.6,111.63,False,,1200.0,112.01,111.42,,https://logo.clearbit.com/ptc.com,781 370 6000,,
27409-9421,Technology,8400.0,"Qorvo, Inc. develops and commercializes technologies and products for wireless and wired connectivity worldwide. The company operates through two segments, Mobile Products, and Infrastructure and Defense Products. The company offers integrated modules incorporating switches, power amplifiers, filters, multiplexers and other components, radio frequency (RF) power management integrated circuits, antenna tuners, antenna-plexers, discrete filters and duplexers, discrete switches, and ultra-wideband (UWB) system solutions. It also provides integrated solutions that include switch-LNA modules, variable gain amplifiers, discrete power amplifiers (PA), and integrated PA Doherty modules for massive multiple-input/multiple-output systems; RF products and compound semiconductor foundry services to defense primes and other global defense and aerospace customers; Wi-Fi customer premises equipment, including power amplifiers, switches, low noise amplifiers, and bulk acoustic wave filters; system-on-a-chip (SoC) hardware, firmware, and application software for smart home applications; automotive RF connectivity products and UWB SoC solutions; and power application controllers and programmable analog power ICs. The company sells its products directly to original equipment manufacturers and original design manufacturers, as well as through a network of sales representative firms and distributors. Qorvo, Inc. was founded in 1957 and is headquartered in Greensboro, North Carolina.",Greensboro,336 664 1233,NC,United States,[],https://www.qorvo.com,1.0,7628 Thorndike Road,Semiconductors,0.3697,0.24367,0.4928,1393001984,0.184,0.28365,1675895040,170,buy,1883566000.0,1018642496,208,130.87,1.407,2.816,0.10436,25,204.56,36.933,0.24184,245,1153171968.0,1746097024.0,4533163008.0,10.462,USD,40.267,2.05,2.4,NMS,"Qorvo, Inc.","Qorvo, Inc.",America/New_York,EDT,True,-14400000,,EQUITY,QRVO,,,finmb_33821,c03e480e-1b82-3765-90a6-f1449315044b,us_market,,4.032,,10.907,,,13.15,,110223000.0,,,,42.8,1953832.0,0.0177,,1617408000.0,0.86252,1104587008.0,9.656,,,3.0577102,0.00478,1680480000.0,,1633132800.0,1.37,1636934400.0,109558581.0,1.378701,18278242304.0,2.0,,1420156800,1:4,,,,1.331,3.182079,1639526400.0,0.93,,9.952091,,0.0201,2068943.0,,,,128.81,127.51,163.88885,,0.0,,130.92,,1332580.0,128.81,135.076,,127.51,,1332580.0,,,,,,,126.69,USD,13.55323,1485796.0,,,,14424883200.0,,,1374077.0,126.69,131.27,1100.0,1485796.0,201.68,,,117.03,125.78,False,,1100.0,130.92,130.87,,https://logo.clearbit.com/qorvo.com,,,
92121-1714,Technology,45000.0,"QUALCOMM Incorporated engages in the development and commercialization of foundational technologies for the wireless industry worldwide. The company operates through three segments: Qualcomm CDMA Technologies (QCT); Qualcomm Technology Licensing (QTL); and Qualcomm Strategic Initiatives (QSI). The QCT segment develops and supplies integrated circuits and system software based on 3G/4G/5G and other technologies for use in wireless voice and data communications, networking, application processing, multimedia, and global positioning system products. The QTL segment grants licenses or provides rights to use portions of its intellectual property portfolio, which include various patent rights useful in the manufacture and sale of wireless products comprising products implementing CDMA2000, WCDMA,LTE and/or OFDMA-based 5G standards and their derivatives. The QSI segment invests in early-stage companies in various industries, including 5G, artificial intelligence, automotive, consumer, enterprise, cloud, and IoT, and investment for supporting the design and introduction of new products and services for voice and data communications, new industries, and applications. It also provides development, and other services and related products to the United States government agencies and their contractors. QUALCOMM Incorporated was incorpotared in 1985 and is headquartered in San Diego, California.",San Diego,858 587 1121,CA,United States,[],https://www.qualcomm.com,1.0,5775 Morehouse Drive,Semiconductors,0.35384,0.27714002,0.58164,9418000384,0.3,0.30877,12750999552,160,buy,19304000000.0,8092250112,200,153.99,0.406,1.648,0.17321,31,208.5,138.975,1.06739,450.68,11310000128.0,15749999616.0,36036001792.0,10.035,USD,31.933,1.25,2,NMS,QUALCOMM Incorporated,QUALCOMM Incorporated,America/New_York,EDT,True,-14400000,,EQUITY,QCOM,,,finmb_33493,2ef21531-290b-3e10-8038-0d2578d796ad,us_market,,4.817,,13.615,,,11.64,,1120000000.0,,,,8.844,17296235.0,0.0153,,1632614400.0,0.7473,9987000320.0,7.87,,,17.411806,0.00154,1695686400.0,,1640476800.0,1.31,1642118400.0,1124576950.0,1.258366,173602701312.0,2.0,,1092614400,2:1,,,,0.385,4.786014,1644883200.0,0.68,,13.229382,,0.0153,15872913.0,,,,152.83,152.52,154.5138,0.01740496,0.3081,,156.03,,11968100.0,152.83,168.633,2.66,152.52,,11968100.0,,,2.72,1646179200,,,149.01,USD,19.56671,18454202.0,,,,172468813824.0,,,10548764.0,149.01,154.44,800.0,18454202.0,193.58,,3.05,122.17,154.0,False,0.0168,1400.0,156.03,153.99,,https://logo.clearbit.com/qualcomm.com,,,
10591-6707,Healthcare,10368.0,"Regeneron Pharmaceuticals, Inc. discovers, invents, develops, manufactures, and commercializes medicines for treating various diseases worldwide. The company's products include EYLEA injection to treat wet age-related macular degeneration and diabetic macular edema; myopic choroidal neovascularization; and diabetic retinopathy, as well as macular edema following retinal vein occlusion, including macular edema following central retinal vein occlusion and macular edema following branch retinal vein occlusion. It also provides Dupixent injection to treat atopic dermatitis and asthma in adults and pediatrics; Libtayo injection to treat metastatic or locally advanced cutaneous squamous cell carcinoma;Praluent injection for heterozygous familial hypercholesterolemia or clinical atherosclerotic cardiovascular disease in adults; REGEN-COV for covid-19; and Kevzara solution for treating rheumatoid arthritis in adults. In addition, the company offers Inmazeb injection for infection caused by Zaire ebolavirus; ARCALYST injection for cryopyrin-associated periodic syndromes, including familial cold auto-inflammatory syndrome and muckle-wells syndrome; and ZALTRAP injection for intravenous infusion to treat metastatic colorectal cancer; and develops product candidates for treating patients with eye, allergic and inflammatory, cardiovascular and metabolic, infectious, and rare diseases; and cancer, pain, and hematologic conditions. It has collaboration and license agreements with Sanofi; Bayer; Teva Pharmaceutical Industries Ltd.; Mitsubishi Tanabe Pharma Corporation; Alnylam Pharmaceuticals, Inc.; Roche Pharmaceuticals; and Kiniksa Pharmaceuticals, Ltd., as well as has an agreement with the U.S. Department of Health and Human Services, as well as with Zai Lab Limited; Intellia Therapeutics, Inc.; Biomedical Advanced Research Development Authority; and AstraZeneca PLC. The company was incorporated in 1988 and is headquartered in Tarrytown, New York.",Tarrytown,914 847 7000,NY,United States,[],https://www.regeneron.com,1.0,777 Old Saw Mill River Road,Biotechnology,0.57449,0.50245,0.66739,7081299968,1.044,0.55667996,9233000448,570,buy,10726100000.0,4279237376,705,685.94,0.923,3.564,0.26253,25,715.68,14.384,0.54207003,850,5694700032.0,2699699968.0,16071700480.0,53.502,USD,152.05,2.983,2.1,NMS,"Regeneron Pharmaceuticals, Inc.","Regeneron Pharmaceuticals, Inc.",America/New_York,EDT,True,-14400000,,EQUITY,REGN,,,finmb_33715,e55aa808-7510-354a-9528-01782e66194d,us_market,,3.922,,6.828,,,47.81,,105720000.0,,,,163.522,2138019.0,0.0197,,1640908800.0,0.86867,8075299840.0,62.526,,,4.194787,0.02961,1703980800.0,,1640908800.0,2.38,1642118400.0,101430249.0,0.184547,63040995328.0,2.0,,,,,,,0.94,4.589934,1644883200.0,0.67,,14.347207,,0.023599999,1815041.0,,,,685.23,686.43,611.0759,,0.0,,688.84,,773750.0,685.23,623.7578,,686.43,,773750.0,,,,,,,677.03,USD,10.970476,1168522.0,,,,73768042496.0,,,734087.0,677.03,690.0,1000.0,1168522.0,689.99,,,451.6,684.52,False,,900.0,688.84,685.94,,https://logo.clearbit.com/regeneron.com,,,
94568-7579,Consumer Cyclical,93700.0,"Ross Stores, Inc., together with its subsidiaries, operates off-price retail apparel and home fashion stores under the Ross Dress for Less and dd's DISCOUNTS brands. Its stores primarily offer apparel, accessories, footwear, and home fashions. The company's Ross Dress for Less stores sell its products at department and specialty stores primarily to middle income households; and dd's DISCOUNTS stores sell its products at department and discount stores regular prices to customers from households with moderate income. As of October 11, 2021, it operated approximately 1,924 off-price apparel and home fashion stores in 40 states, the District of Columbia, and Guam. The company was incorporated in 1957 and is headquartered in Dublin, California.",Dublin,925 965 4400,CA,United States,[],https://www.rossstores.com,1.0,5130 Hacienda Drive,Apparel Retail,0.15662,0.08783,0.32484,1966462976,0.218,0.13688,2841915904,109,buy,3534366000.0,1497237248,138,93.33,1.946,1.753,0.11722,23,137.97,142.802,0.45521,155,5259594752.0,5688111104.0,18145265664.0,14.886,USD,51.493,1.21,2.1,NMS,"Ross Stores, Inc.","Ross Stores, Inc.",America/New_York,EDT,True,-14400000,,EQUITY,ROST,,,finmb_33926,312ee907-969d-3ea1-8fa6-d5596a9418ed,us_market,,1.937,,12.366,,,5.36,,353329984.0,,,,11.262,4683173.0,0.013300001,,1611964800.0,0.88094,1593746944.0,4.465,,,8.287161,0.01935,1675036800.0,,1635552000.0,2.66,1638230400.0,346436272.0,1.025342,35143163904.0,2.0,,1434067200,2:1,,,,1.935,1.8173494,1640908800.0,0.25,,17.412313,,0.015700001,3578726.0,,,,92.21,91.39,110.96815,0.012363085,0.1904,,93.47,,3086810.0,92.21,94.9692,1.14,91.39,,3086810.0,,,1.14,1638748800,,,90.77,USD,20.902575,4456990.0,,,,32976287744.0,,,2832201.0,90.77,93.6,900.0,4456990.0,134.22,,0.83,84.44,92.51,False,0.0116,800.0,93.47,93.33,,https://logo.clearbit.com/rossstores.com,302 655 5049,,
33487,Real Estate,1483.0,"SBA Communications Corporation is a first choice provider and leading owner and operator of wireless communications infrastructure in North, Central, and South America and South Africa. By ÂBuilding Better Wireless,Â SBA generates revenue from two primary businesses Â site leasing and site development services. The primary focus of the Company is the leasing of antenna space on its multi-tenant communication sites to a variety of wireless service providers under long-term lease contracts. For more information please visit: www.sbasite.com.",Boca Raton,561-995-7670,FL,United States,[],https://www.sbasite.com,1.0,8051 Congress Avenue,REIT—Specialty,0.66194,0.13091,0.75319,1134455040,0.127,0.34604,1489095040,305,buy,1590028000.0,811469120,386,330.63,1.15,0.682,0.05203,19,383.47,,,425,187806000.0,14098338816.0,2249603072.0,1.726,USD,20.49,0.515,2.1,NMS,SBA Communications Corporation,SBA Communications Corporation,America/New_York,EDT,True,-14400000,,EQUITY,SBAC,,,finmb_34071,959197f0-c64d-38bc-ad9b-3132fa795ec3,us_market,,21.956,,33.17,,,3.98,,108781000.0,,,,-45.29,1393133.0,0.0128,,1609372800.0,0.97731,294502016.0,2.606,,,,0.01219,1672444800.0,,1632960000.0,2.34,1638230400.0,107404187.0,0.308667,49392783360.0,2.0,,,,,,,1.118,15.987826,1640908800.0,0.8,,83.07287,,0.0155,1365003.0,,,,330.07,331.96,338.9757,0.0070288116,0.83519995,,334.7,,687220.0,330.07,320.527,2.32,331.96,,687220.0,,,2.32,1637107200,,,329.56,USD,126.872604,884603.0,,,,35966263296.0,,,735217.0,329.56,364.38,1200.0,884603.0,391.15,,,264.74,330.24,False,0.0070999996,1000.0,334.7,330.63,,https://logo.clearbit.com/sbasite.com,,,
D02 NX53,Technology,40000.0,"Seagate Technology Holdings plc provides data storage technology and solutions in Singapore, the United States, the Netherlands, and internationally. The company offers hard disk and solid state drives, including serial advanced technology attachment, serial attached SCSI, and non-volatile memory express products; solid state hybrid drives; and storage subsystems. It also provides enterprise data solutions portfolio comprising storage subsystems and mass capacity optimized private cloud storage solutions for enterprises, cloud service providers, and scale-out storage servers and original equipment manufacturers (OEMs). In addition, the company offers external storage solutions under the Seagate Ultra Touch, One Touch, and Expansion product lines, as well as under the LaCie and Maxtor brands in capacities up to 16TB. It sells its products primarily to OEMs, distributors, and retailers. Seagate Technology Holdings plc was founded in 1978 and is based in Dublin, Ireland.",Dublin,353 1 234 3136,,Ireland,[],https://www.seagate.com,1.0,38/39 Fitzwilliam Square,Computer Hardware,0.20709999,0.15349,0.2947,1872999936,0.188,0.17253,2480000000,,none,2917000000.0,802875008,,94.32,0.991,1.487,0.14064999,,,1115.209,2.4248,,1539000064.0,5865999872.0,11975000064.0,7.031,USD,52.637,0.982,,NMS,Seagate Technology Holdings PLC,Seagate Technology Holdings plc,America/New_York,EDT,True,-14400000,,EQUITY,STX,,,finmb_3738520,db8faad9-e67f-3bc2-8b00-0e10d60de875,us_market,,2.247,,10.852,,,9.28,,222636000.0,,,,2.677,6661997.0,0.0304,,1625184000.0,0.84915,1838000000.0,6.795,,,35.23347,0.00402,1688256000.0,,1640908800.0,2.57,1642118400.0,204370056.0,1.064468,26912929792.0,2.0,,,,,,,0.789,1.7535721,1644883200.0,0.59,,10.163794,,0.0383,9472176.0,,,,92.1,91.62,95.2092,0.029098807,0.3435,,94.58,,2664050.0,92.1,103.4624,2.68,91.62,,2664050.0,,,2.8,1647820800,,,91.35,USD,13.880795,3941924.0,,,,20999026688.0,,,2162990.0,91.35,95.0,800.0,3941924.0,117.67,,4.84,70.53,94.42,False,0.0271,800.0,94.58,94.32,,https://logo.clearbit.com/seagate.com,,,Dublin 2
92617,Technology,11000.0,"Skyworks Solutions, Inc., together with its subsidiaries, designs, develops, manufactures, and markets proprietary semiconductor products, including intellectual property in the United States, China, South Korea, Taiwan, Europe, the Middle East, Africa, and rest of Asia-Pacific. Its product portfolio includes amplifiers, antenna tuners, attenuators, automotive tuners and digital radios, circulators/isolators, DC/DC converters, demodulators, detectors, diodes, wireless analog system on chip products, directional couplers, diversity receive modules, filters, front-end modules, hybrids, light emitting diode drivers, low noise amplifiers, mixers, modulators, optocouplers/optoisolators, phase locked loops, phase shifters, power dividers/combiners, receivers, switches, synthesizers, timing devices, technical ceramics, voltage controlled oscillators/synthesizers, and voltage regulators. The company provides its products for use in the aerospace, automotive, broadband, cellular infrastructure, connected home, entertainment and gaming, industrial, medical, military, smartphone, tablet, and wearable markets. It sells its products through direct sales force, electronic component distributors, and independent sales representatives. The company was incorporated in 1962 and is headquartered in Irvine, California.",Irvine,949 231 3000,CA,United States,[],https://www.skyworksinc.com,1.0,5260 California Avenue,Semiconductors,0.39743,0.29326,0.49175,1772000000,0.37,0.32536,2030499968,165,buy,2512400000.0,642462528,207.5,135.18,0.324,4.351,0.1517,28,206.39,45.555,0.31672,255,1020099968.0,2413100032.0,5109100032.0,6.168,USD,30.927,2.697,2.5,NMS,"Skyworks Solutions, Inc.","Skyworks Solutions, Inc.",America/New_York,EDT,True,-14400000,,EQUITY,SWKS,,,finmb_1462309,3e3573db-84b3-3f81-a794-983ed41c6529,us_market,,5.492,,13.82,,,12.87,,165387008.0,,,,32.045,2512369.0,0.0152,,1633046400.0,0.75609,1498300032.0,8.97,,,4.218443,0.0038299998,1696118400.0,,1633046400.0,1.32,1636934400.0,164700896.0,1.112727,28061693952.0,2.0,,956188800,2:1,,,,0.322,4.3759203,1639526400.0,1.06,,10.503496,,0.0171,3014706.0,,,,132.96,131.55,163.6172,0.01549338,0.2297,,135.26,,2298570.0,132.96,139.8702,2.06,131.55,,2298570.0,,,2.24,1637539200,,,130.41,USD,15.070232,4522145.0,,,,22357014528.0,,,1939751.0,130.41,135.45,1400.0,4522145.0,204.0,,1.4,118.99,135.23,False,0.0139,2900.0,135.26,135.18,,https://logo.clearbit.com/skyworksinc.com,,,
95054-1191,Financial Services,6567.0,"SVB Financial Group, a diversified financial services company, provides various banking and financial products and services. The company operates through four segments: Global Commercial Bank, SVB Private Bank, SVB Capital, and SVB Leerink. The Global Commercial Bank segment offers deposit products, such as business and analysis checking, money market, multi-currency, in-country bank, and sweep accounts, as well as merchant, remote capture, lockbox, electronic deposit capture, and fraud control services; credit solutions comprising term loans, equipment and asset-based loans, revolving lines of credit, and credit card programs, as well as mezzanine lending, acquisition finance, and corporate working capital facilities; and payment and cash management products and services, including wire transfer and automated clearing house payment, bill pay, debit and credit cards, account analysis, and disbursement, as well as online and mobile banking services. This segment also provides foreign exchange services; export, import, and standby letter of credit; investment services and solutions; investment advisory services; vineyard development loans; and debt fund investment services. The SVB Private Bank segment offers private banking services, such as mortgages, home equity and capital call lines of credit, restricted stock purchase loans, and other secured and unsecured lending products, as well as cash and wealth management services. The SVB Capital segment provides venture capital investment services that manage funds on behalf of third party limited partner investors. The SVB Leerink segment engages in equity and convertible capital markets, mergers and acquisitions, equity research and sales, trading, and investment banking services. It operates through 30 offices in the United States; and offices in Canada, the United Kingdom, Israel, Germany, Denmark, India, Hong Kong, and China. SVB Financial Group was founded in 1983 and is headquartered in Santa Clara, California.",Santa Clara,408 654 7400,CA,United States,[],https://www.svb.com,1.0,3003 Tasman Drive,Banks—Regional,0.0,0.31636,0.0,,0.16,0.50069,,709,buy,5794000000.0,,830,570.44,-0.159,,0.01268,21,841.71,,0.16555999,1100,14618999808.0,3079000064.0,5793999872.0,248.841,USD,103.904,,2.1,NMS,SVB Financial Group,SVB Financial Group,America/New_York,EDT,True,-14400000,,EQUITY,SIVB,,,finmb_187662,04cb015c-e7ee-3e85-9811-3ecf8b57ba13,us_market,,4.626,,,,,29.52,,58687400.0,,,,208.53,638021.0,0.0109,,1640908800.0,0.92393,1770000000.0,32.595,,,2.7355297,0.00377,1703980800.0,,1640908800.0,1.15,1640908800.0,58445327.0,1.898557,26803968000.0,2.0,,958435200,2:1,,,,0.003,5.777984,1643587200.0,2.78,,19.323849,,0.012,356734.0,,,,564.73,564.62,626.8885,,0.0,,573.42,,629510.0,564.73,607.4284,,564.62,,629510.0,,,,697680000,,,553.0,USD,17.500843,482428.0,,,,33477640192.0,,,501388.0,553.0,728.0,800.0,482428.0,763.22,,,467.22,505.0,False,,800.0,573.42,570.44,,https://logo.clearbit.com/svb.com,408 496 2405,,
