TICKER,sector,fullTimeEmployees,longBusinessSummary,city,country,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,grossProfits,currentPrice,earningsGrowth,currentRatio,returnOnAssets,debtToEquity,returnOnEquity,totalCash,totalDebt,totalRevenue,quickRatio,longName,bookValue,averageVolume,volume,fiftyTwoWeekHigh,regularMarketPrice,marketCap
PFG,Financial Services,17400.0,"Principal Financial Group, Inc. provides retirement, asset management, and insurance products and services to businesses, individuals, and institutional clients worldwide. The company operates in Retirement and Income Solutions, Principal Global Investors, Principal International, and U.S. Insurance Solutions segments. The Retirement and Income Solutions segment provides a portfolio of asset accumulation products and services for retirement savings and income. It offers products and services for defined contribution plans, including 401(k) and 403(b) plans, defined benefit pension plans, nonqualified executive benefit plans, employee stock ownership plans, and pension risk transfer services; individual retirement accounts and payroll deduction plans; investment only products; and mutual funds, individual annuities, and bank products. The Principal Global Investors segment provides equity, fixed income, real estate, and other alternative investments, as well as asset allocation, stable value management, and other structured investment strategies. The Principal International segment offers pension accumulation and income annuity products, mutual funds, asset management, and life insurance accumulation products, as well as voluntary savings plans in Brazil, Chile, Mexico, China, Hong Kong Special Administrative Region, India, and Southeast Asia. The U.S. Insurance Solutions segment provides specialty benefits, such as group dental and vision insurance, group life insurance, and group and individual disability insurance, as well as administers group dental, disability, and vision benefits; and individual life insurance products comprising universal, variable universal, indexed universal, and term life insurance products in the United States. It also offers insurance solutions for small and medium-sized businesses and their owners, as well as executives. Principal Financial Group, Inc. was founded in 1879 and is based in Des Moines, Iowa.",Des Moines,United States,Insurance—Diversified,0.16768,0.1228,0.49447,2735200000.0,0.034,0.14826,2336924928.0,6340000000.0,70.03,0.553,2.354,0.00447,26.941,0.1074,3793700096.0,4437799936.0,13936700416.0,2.076,"Principal Financial Group, Inc.",60.393,1651185.0,3578554.0,80.36,70.03,18562781184.0
PTC,Technology,6709.0,"PTC Inc. operates as software and services company in the Americas, Europe, and the Asia Pacific. The company operates in two segments, Software Products and Professional Services. It offers ThingWorx platform, which offers a set of capabilities that enable enterprises to digitally transform every aspect of their business with innovative solutions that are simple to create, easy to implement, scalable to meet future needs, and designed to enable customers to accelerate time to value; and Vuforia, which enables the visualization of digital information in a physical context and the creation of AR. The company also provides Onshape, a software-as-a-service product development platform unites computer-aided design with data management, collaboration tools, and real-time analytics; Arena, a PLM solution enables product teams to collaborate virtually anytime and anywhere; Creo, a 3D CAD technology enables the digital design, testing, and modification of product models; and Windchill, a product lifecycle management software. In addition, it offers Integrity, an application lifecycle management solution; Servigistics, service parts management solution; and consulting, implementation, training, cloud, and license and support services. The company was formerly known as Parametric Technology Corporation and changed its name to PTC Inc. in January 2013. PTC Inc. was incorporated in 1985 and is headquartered in Boston, Massachusetts.",Boston,United States,Software—Application,0.25024998,0.26391,0.79464996,368808992.0,0.229,0.21956,452246016.0,1436057000.0,111.42,4.488,1.377,0.06286,80.858,0.27435,404072000.0,1648269952.0,1807159040.0,1.223,PTC Inc.,17.399,663250.0,881990.0,153.73,111.42,13133297664.0
QRVO,Technology,8400.0,"Qorvo, Inc. develops and commercializes technologies and products for wireless and wired connectivity worldwide. The company operates through two segments, Mobile Products, and Infrastructure and Defense Products. The company offers integrated modules incorporating switches, power amplifiers, filters, multiplexers and other components, radio frequency (RF) power management integrated circuits, antenna tuners, antenna-plexers, discrete filters and duplexers, discrete switches, and ultra-wideband (UWB) system solutions. It also provides integrated solutions that include switch-LNA modules, variable gain amplifiers, discrete power amplifiers (PA), and integrated PA Doherty modules for massive multiple-input/multiple-output systems; RF products and compound semiconductor foundry services to defense primes and other global defense and aerospace customers; Wi-Fi customer premises equipment, including power amplifiers, switches, low noise amplifiers, and bulk acoustic wave filters; system-on-a-chip (SoC) hardware, firmware, and application software for smart home applications; automotive RF connectivity products and UWB SoC solutions; and power application controllers and programmable analog power ICs. The company sells its products directly to original equipment manufacturers and original design manufacturers, as well as through a network of sales representative firms and distributors. Qorvo, Inc. was founded in 1957 and is headquartered in Greensboro, North Carolina.",Greensboro,United States,Semiconductors,0.3697,0.24367,0.4928,1393001984.0,0.184,0.28365,1675895040.0,1883566000.0,130.87,1.407,2.816,0.10436,36.933,0.24184,1153171968.0,1746097024.0,4533163008.0,2.05,"Qorvo, Inc.",42.8,1374077.0,1485796.0,201.68,130.87,14424883200.0
QCOM,Technology,45000.0,"QUALCOMM Incorporated engages in the development and commercialization of foundational technologies for the wireless industry worldwide. The company operates through three segments: Qualcomm CDMA Technologies (QCT); Qualcomm Technology Licensing (QTL); and Qualcomm Strategic Initiatives (QSI). The QCT segment develops and supplies integrated circuits and system software based on 3G/4G/5G and other technologies for use in wireless voice and data communications, networking, application processing, multimedia, and global positioning system products. The QTL segment grants licenses or provides rights to use portions of its intellectual property portfolio, which include various patent rights useful in the manufacture and sale of wireless products comprising products implementing CDMA2000, WCDMA,LTE and/or OFDMA-based 5G standards and their derivatives. The QSI segment invests in early-stage companies in various industries, including 5G, artificial intelligence, automotive, consumer, enterprise, cloud, and IoT, and investment for supporting the design and introduction of new products and services for voice and data communications, new industries, and applications. It also provides development, and other services and related products to the United States government agencies and their contractors. QUALCOMM Incorporated was incorpotared in 1985 and is headquartered in San Diego, California.",San Diego,United States,Semiconductors,0.35384,0.27714002,0.58164,9418000384.0,0.3,0.30877,12750999552.0,19304000000.0,153.99,0.406,1.648,0.17321,138.975,1.06739,11310000128.0,15749999616.0,36036001792.0,1.25,QUALCOMM Incorporated,8.844,10548764.0,18454202.0,193.58,153.99,172468813824.0
REGN,Healthcare,10368.0,"Regeneron Pharmaceuticals, Inc. discovers, invents, develops, manufactures, and commercializes medicines for treating various diseases worldwide. The company's products include EYLEA injection to treat wet age-related macular degeneration and diabetic macular edema; myopic choroidal neovascularization; and diabetic retinopathy, as well as macular edema following retinal vein occlusion, including macular edema following central retinal vein occlusion and macular edema following branch retinal vein occlusion. It also provides Dupixent injection to treat atopic dermatitis and asthma in adults and pediatrics; Libtayo injection to treat metastatic or locally advanced cutaneous squamous cell carcinoma;Praluent injection for heterozygous familial hypercholesterolemia or clinical atherosclerotic cardiovascular disease in adults; REGEN-COV for covid-19; and Kevzara solution for treating rheumatoid arthritis in adults. In addition, the company offers Inmazeb injection for infection caused by Zaire ebolavirus; ARCALYST injection for cryopyrin-associated periodic syndromes, including familial cold auto-inflammatory syndrome and muckle-wells syndrome; and ZALTRAP injection for intravenous infusion to treat metastatic colorectal cancer; and develops product candidates for treating patients with eye, allergic and inflammatory, cardiovascular and metabolic, infectious, and rare diseases; and cancer, pain, and hematologic conditions. It has collaboration and license agreements with Sanofi; Bayer; Teva Pharmaceutical Industries Ltd.; Mitsubishi Tanabe Pharma Corporation; Alnylam Pharmaceuticals, Inc.; Roche Pharmaceuticals; and Kiniksa Pharmaceuticals, Ltd., as well as has an agreement with the U.S. Department of Health and Human Services, as well as with Zai Lab Limited; Intellia Therapeutics, Inc.; Biomedical Advanced Research Development Authority; and AstraZeneca PLC. The company was incorporated in 1988 and is headquartered in Tarrytown, New York.",Tarrytown,United States,Biotechnology,0.57449,0.50245,0.66739,7081299968.0,1.044,0.55667996,9233000448.0,10726100000.0,685.94,0.923,3.564,0.26253,14.384,0.54207003,5694700032.0,2699699968.0,16071700480.0,2.983,"Regeneron Pharmaceuticals, Inc.",163.522,734087.0,1168522.0,689.99,685.94,73768042496.0
ROST,Consumer Cyclical,93700.0,"Ross Stores, Inc., together with its subsidiaries, operates off-price retail apparel and home fashion stores under the Ross Dress for Less and dd's DISCOUNTS brands. Its stores primarily offer apparel, accessories, footwear, and home fashions. The company's Ross Dress for Less stores sell its products at department and specialty stores primarily to middle income households; and dd's DISCOUNTS stores sell its products at department and discount stores regular prices to customers from households with moderate income. As of October 11, 2021, it operated approximately 1,924 off-price apparel and home fashion stores in 40 states, the District of Columbia, and Guam. The company was incorporated in 1957 and is headquartered in Dublin, California.",Dublin,United States,Apparel Retail,0.15662,0.08783,0.32484,1966462976.0,0.218,0.13688,2841915904.0,3534366000.0,93.33,1.946,1.753,0.11722,142.802,0.45521,5259594752.0,5688111104.0,18145265664.0,1.21,"Ross Stores, Inc.",11.262,2832201.0,4456990.0,134.22,93.33,32976287744.0
SBAC,Real Estate,1483.0,"SBA Communications Corporation is a first choice provider and leading owner and operator of wireless communications infrastructure in North, Central, and South America and South Africa. By ÂBuilding Better Wireless,Â SBA generates revenue from two primary businesses Â site leasing and site development services. The primary focus of the Company is the leasing of antenna space on its multi-tenant communication sites to a variety of wireless service providers under long-term lease contracts. For more information please visit: www.sbasite.com.",Boca Raton,United States,REIT—Specialty,0.66194,0.13091,0.75319,1134455040.0,0.127,0.34604,1489095040.0,1590028000.0,330.63,1.15,0.682,0.05203,,,187806000.0,14098338816.0,2249603072.0,0.515,SBA Communications Corporation,-45.29,735217.0,884603.0,391.15,330.63,35966263296.0
STX,Technology,40000.0,"Seagate Technology Holdings plc provides data storage technology and solutions in Singapore, the United States, the Netherlands, and internationally. The company offers hard disk and solid state drives, including serial advanced technology attachment, serial attached SCSI, and non-volatile memory express products; solid state hybrid drives; and storage subsystems. It also provides enterprise data solutions portfolio comprising storage subsystems and mass capacity optimized private cloud storage solutions for enterprises, cloud service providers, and scale-out storage servers and original equipment manufacturers (OEMs). In addition, the company offers external storage solutions under the Seagate Ultra Touch, One Touch, and Expansion product lines, as well as under the LaCie and Maxtor brands in capacities up to 16TB. It sells its products primarily to OEMs, distributors, and retailers. Seagate Technology Holdings plc was founded in 1978 and is based in Dublin, Ireland.",Dublin,Ireland,Computer Hardware,0.20709999,0.15349,0.2947,1872999936.0,0.188,0.17253,2480000000.0,2917000000.0,94.32,0.991,1.487,0.14064999,1115.209,2.4248,1539000064.0,5865999872.0,11975000064.0,0.982,Seagate Technology Holdings plc,2.677,2162990.0,3941924.0,117.67,94.32,20999026688.0
SWKS,Technology,11000.0,"Skyworks Solutions, Inc., together with its subsidiaries, designs, develops, manufactures, and markets proprietary semiconductor products, including intellectual property in the United States, China, South Korea, Taiwan, Europe, the Middle East, Africa, and rest of Asia-Pacific. Its product portfolio includes amplifiers, antenna tuners, attenuators, automotive tuners and digital radios, circulators/isolators, DC/DC converters, demodulators, detectors, diodes, wireless analog system on chip products, directional couplers, diversity receive modules, filters, front-end modules, hybrids, light emitting diode drivers, low noise amplifiers, mixers, modulators, optocouplers/optoisolators, phase locked loops, phase shifters, power dividers/combiners, receivers, switches, synthesizers, timing devices, technical ceramics, voltage controlled oscillators/synthesizers, and voltage regulators. The company provides its products for use in the aerospace, automotive, broadband, cellular infrastructure, connected home, entertainment and gaming, industrial, medical, military, smartphone, tablet, and wearable markets. It sells its products through direct sales force, electronic component distributors, and independent sales representatives. The company was incorporated in 1962 and is headquartered in Irvine, California.",Irvine,United States,Semiconductors,0.39743,0.29326,0.49175,1772000000.0,0.37,0.32536,2030499968.0,2512400000.0,135.18,0.324,4.351,0.1517,45.555,0.31672,1020099968.0,2413100032.0,5109100032.0,2.697,"Skyworks Solutions, Inc.",32.045,1939751.0,4522145.0,204.0,135.18,22357014528.0
SIVB,Financial Services,6567.0,"SVB Financial Group, a diversified financial services company, provides various banking and financial products and services. The company operates through four segments: Global Commercial Bank, SVB Private Bank, SVB Capital, and SVB Leerink. The Global Commercial Bank segment offers deposit products, such as business and analysis checking, money market, multi-currency, in-country bank, and sweep accounts, as well as merchant, remote capture, lockbox, electronic deposit capture, and fraud control services; credit solutions comprising term loans, equipment and asset-based loans, revolving lines of credit, and credit card programs, as well as mezzanine lending, acquisition finance, and corporate working capital facilities; and payment and cash management products and services, including wire transfer and automated clearing house payment, bill pay, debit and credit cards, account analysis, and disbursement, as well as online and mobile banking services. This segment also provides foreign exchange services; export, import, and standby letter of credit; investment services and solutions; investment advisory services; vineyard development loans; and debt fund investment services. The SVB Private Bank segment offers private banking services, such as mortgages, home equity and capital call lines of credit, restricted stock purchase loans, and other secured and unsecured lending products, as well as cash and wealth management services. The SVB Capital segment provides venture capital investment services that manage funds on behalf of third party limited partner investors. The SVB Leerink segment engages in equity and convertible capital markets, mergers and acquisitions, equity research and sales, trading, and investment banking services. It operates through 30 offices in the United States; and offices in Canada, the United Kingdom, Israel, Germany, Denmark, India, Hong Kong, and China. SVB Financial Group was founded in 1983 and is headquartered in Santa Clara, California.",Santa Clara,United States,Banks—Regional,0.0,0.31636,0.0,,0.16,0.50069,,5794000000.0,570.44,-0.159,,0.01268,,0.16555999,14618999808.0,3079000064.0,5793999872.0,,SVB Financial Group,208.53,501388.0,482428.0,763.22,570.44,33477640192.0
SNPS,Technology,16361.0,"Synopsys, Inc. provides electronic design automation software products used to design and test integrated circuits. The company offers Fusion Design Platform that provides digital design implementation solutions; Verification Continuum Platform that provides virtual prototyping, static and formal verification, simulation, emulation, field programmable gate array (FPGA)-based prototyping, and debug solutions; and FPGA design products that are programmed to perform specific functions. It also provides intellectual property (IP) solutions for USB, PCI Express, DDR, Ethernet, SATA, MIPI, HDMI, and Bluetooth low energy applications; analog IP, including data converters and audio codecs; and system-on-chip (SoC) infrastructure IP, datapath and building block IP, and verification IP products, as well as mathematical and floating-point components, and Arm AMBA interconnect fabric and peripherals. In addition, the company offers logic libraries and embedded memories; configurable processor cores and application-specific instruction-set processor tools for embedded applications; IP subsystems for audio, sensor, and data fusion functionality; and security IP solutions. Further, it provides Platform Architect solutions for SoC architecture analysis and optimization; virtual prototyping solutions; and HAPS FPGA-based prototyping systems, as well as a series of tools used in the design of optical systems and photonic devices. Additionally, the company offers security testing, managed services, programs and professional services, and training that enable its customers to detect and remediate security vulnerabilities, and defects in the software development lifecycle, as well as manufacturing solutions. It serves electronics, financial services, automotive, medicine, energy, and industrial areas. The company was incorporated in 1986 and is headquartered in Mountain View, California.",Mountain View,United States,Software—Infrastructure,0.25348,0.20177999,0.80888003,1474407936.0,0.309,0.21726999,1141699968.0,3390877000.0,318.21,0.932,1.193,0.07232,10.771,0.17663999,1272046976.0,580604992.0,4504126976.0,1.046,"Synopsys, Inc.",34.595,943004.0,2374564.0,377.6,318.21,48825503744.0
TMUS,Communication Services,75000.0,"T-Mobile US, Inc., together with its subsidiaries, provides mobile communications services in the United States, Puerto Rico, and the United States Virgin Islands. The company offers voice, messaging, and data services to 108.7 million customers in the postpaid, prepaid, and wholesale markets. It also provides wireless devices, including smartphones, wearables, and tablets and other mobile communication devices, as well as wireless devices and accessories. In addition, the company offers services, devices, and accessories under the T-Mobile and Metro by T-Mobile brands through its owned and operated retail stores, T-Mobile app and customer care channels, and its websites. It also sells its devices to dealers and other third-party distributors for resale through independent third-party retail outlets and various third-party websites. As of December 31, 2021, it operated approximately 102,000 macro cell and 41,000 small cell/distributed antenna system sites. The company was founded in 1994 and is headquartered in Bellevue, Washington.",Bellevue,United States,Telecom Services,0.32923,0.03774,0.56848997,13916999680.0,0.022,0.12474,26377000960.0,45546000000.0,127.18,-0.428,0.889,0.03071,157.473,0.04498,6631000064.0,108816998400.0,80117997568.0,0.672,"T-Mobile US, Inc.",54.784,5483785.0,8572039.0,150.2,127.18,158854184960.0
TROW,Financial Services,7529.0,"T. Rowe Price Group, Inc. is a publicly owned investment manager. The firm provides its services to individuals, institutional investors, retirement plans, financial intermediaries, and institutions. It launches and manages equity and fixed income mutual funds. The firm invests in the public equity and fixed income markets across the globe. It employs fundamental and quantitative analysis with a bottom-up approach. The firm utilizes in-house and external research to make its investments. It employs socially responsible investing with a focus on environmental, social, and governance issues. It makes investment in late-stage venture capital transactions and usually invests between $3 million and $5 million. The firm was previously known as T. Rowe Group, Inc. and T. Rowe Price Associates, Inc. T. Rowe Price Group, Inc. was founded in 1937 and is based in Baltimore, Maryland, with additional offices in Colorado Springs, Colorado; Owings Mills, Maryland; San Francisco, California; New York, New York; Philadelphia, Pennsylvania; Tampa, Florida; Toronto, Ontario; Hellerup, Denmark; Amsterdam, The Netherlands; Luxembourg, Grand Duchy of Luxembourg; Zurich, Switzerland; Dubai, United Arab Emirates; London, United Kingdom; Sydney, New South Wales; Hong Kong; Tokyo, Japan; Singapore; Frankfurt, Germany, Madrid, Spain, Milan, Italy, Stockholm, Sweden, Melbourne, Australia, and Amsterdam, Netherlands.",Baltimore,United States,Asset Management,0.51444,0.40183997,0.60985,3452000000.0,0.132,0.48773998,3946700032.0,4678700000.0,146.75,-0.045,1.569,0.20188999,3.537,0.31743,1523100032.0,362700000.0,7671900160.0,1.569,"T. Rowe Price Group, Inc.",36.523,1797085.0,5104662.0,224.56,146.75,33634805760.0
TTWO,Communication Services,6495.0,"Take-Two Interactive Software, Inc. develops, publishes, and markets interactive entertainment solutions for consumers worldwide. The company offers its products under the Rockstar Games, 2K, Private Division, Social Point, and Playdots labels. It develops and publishes action/adventure products under the Grand Theft Auto, Max Payne, Midnight Club, and Red Dead Redemption names; and offers episodes and content. The company also develops brands in other genres, including the LA Noire, Bully, and Manhunt franchises. In addition, the company publishes various entertainment properties across various platforms and a range of genres, such as shooter, action, role-playing, strategy, sports, and family/casual entertainment under the BioShock, Mafia, Sid Meier's Civilization, XCOM series, and Borderlands. Further, it publishes sports simulation titles comprising NBA 2K series, a basketball video game; the WWE 2K professional wrestling series; and PGA TOUR 2K. It also offers Kerbal Space Program, and The Outer Worlds and Ancestors: the Humankind Odyssey under Private Division. Additionally, the company offers free-to-play mobile games, such as Dragon City and Monster Legends, as well as Two Dots mobile game. Its products are designed for console gaming systems, including PlayStation 4; Xbox One; the Nintendo Switch; and personal computers comprising smartphones and tablets. The company provides its products through physical retail, digital download, online platforms, and cloud streaming services. Take-Two Interactive Software, Inc. was incorporated in 1993 and is based in New York, New York.",New York,United States,Electronic Gaming & Multimedia,0.25131,0.16715,0.60618997,569251968.0,0.02,0.21779,847369984.0,1876760000.0,151.37,-0.897,1.653,0.073699996,6.9,0.17693001,2297531904.0,239399008.0,3371864064.0,1.25,"Take-Two Interactive Software, Inc.",31.767,2295543.0,1888237.0,195.83,151.37,17452959744.0
TER,Technology,5900.0,"Teradyne, Inc. designs, develops, manufactures, sells, and supports automatic test equipment worldwide. The company operates through Semiconductor Test, System Test, Industrial Automation, and Wireless Test segments. The Semiconductor Test segment offers products and services for wafer level and device package testing in automotive, industrial, communications, consumer, smartphones, computer and electronic game, and other applications. This segment also provides FLEX test platform systems; J750 test system to address the volume semiconductor devices; Magnum platform that tests memory devices, such as flash memory and DRAM; and ETS platform for semiconductor manufacturers, and assembly and test subcontractors in the analog/mixed signal markets. It serves integrated device manufacturers that integrate the fabrication of silicon wafers into their business; fabless companies that outsource the manufacturing of silicon wafers; foundries; and semiconductor assembly and test providers. The System Test segment offers defense/aerospace test instrumentation and systems; storage test systems; and circuit-board test and inspection systems. The Industrial Automation segment provides collaborative robotic arms, autonomous mobile robots, and advanced robotic control software for manufacturing, logistics, and light industrial customers. The Wireless Test segment provides test solutions for use in the development and manufacture of wireless devices and modules, smart phones, tablets, notebooks, laptops, peripherals, and Internet-of-Things devices under the LitePoint brand name. This segment also offers IQxel products for Wi-Fi and other standards; IQxstream solution for testing GSM, EDGE, CDMA2000, TD-SCDMA, WCDMA, HSPA+, LTE-FDD, TD_LTE, LTE-A, and 5G technologies; IQcell, a multi-device cellular signaling test solution; IQgig test solution; and turnkey test software for wireless chipsets. The company was incorporated in 1960 and is headquartered in North Reading, Massachusetts.",North Reading,United States,Semiconductor Equipment & Materials,0.35692,0.274,0.59593,1098365952.0,0.166,0.32303002,1321619968.0,2206656000.0,122.95,0.204,3.2,0.20038,7.203,0.42544997,1366429952.0,184580992.0,3702881024.0,2.381,"Teradyne, Inc.",15.498,2068003.0,4074579.0,168.91,122.95,20041340928.0
TSLA,Consumer Cyclical,70757.0,"Tesla, Inc. designs, develops, manufactures, leases, and sells electric vehicles, and energy generation and storage systems in the United States, China, and internationally. The company operates in two segments, Automotive, and Energy Generation and Storage. The Automotive segment offers electric vehicles, as well as sells automotive regulatory credits. It provides sedans and sport utility vehicles through direct and used vehicle sales, a network of Tesla Superchargers, and in-app upgrades; and purchase financing and leasing services. This segment is also involved in the provision of non-warranty after-sales vehicle services, sale of used vehicles, retail merchandise, and vehicle insurance, as well as sale of products through its subsidiaries to third party customers; services for electric vehicles through its company-owned service locations, and Tesla mobile service technicians; and vehicle limited warranties and extended service plans. The Energy Generation and Storage segment engages in the design, manufacture, installation, sale, and leasing of solar energy generation and energy storage products, and related services to residential, commercial, and industrial customers and utilities through its website, stores, and galleries, as well as through a network of channel partners. This segment also offers service and repairs to its energy product customers, including under warranty; and various financing options to its solar customers. The company was formerly known as Tesla Motors, Inc. and changed its name to Tesla, Inc. in February 2017. Tesla, Inc. was founded in 2003 and is headquartered in Austin, Texas.",Austin,United States,Auto Manufacturers,0.15512,0.07403,0.23107,9930999808.0,0.568,0.09789,7266999808.0,6630000000.0,905.39,4.333,1.385,0.055370003,35.65,0.15641,16094999552.0,10158000128.0,46848000000.0,1.002,"Tesla, Inc.",26.945,26345793.0,33507638.0,1243.49,905.39,909246922752.0
TXN,Technology,31000.0,"Texas Instruments Incorporated designs, manufactures, and sells semiconductors to electronics designers and manufacturers worldwide. It operates in two segments, Analog and Embedded Processing. The Analog segment offers power products to manage power requirements in various levels using battery-management solutions, DC/DC switching regulators, AC/DC and isolated controllers and converters, power switches, linear regulators, voltage supervisors, voltage references, and lighting products. This segment also provides signal chain products that sense, condition, and measure signals to allow information to be transferred or converted for further processing and control for use in end markets, including amplifiers, data converters, interface products, motor drives, clocks, and sensing products. The Embedded Processing segment offers microcontrollers that are used in electronic equipment; digital signal processors for mathematical computations; and applications processors for specific computing activity. This segment offers products for use in various markets, such as industrial, automotive, personal electronics, communications equipment, enterprise systems, and calculators and other. The company also provides DLP products primarily for use in projectors to create high-definition images; calculators; and application-specific integrated circuits. It markets and sells its semiconductor products through direct sales and distributors, as well as through its website. Texas Instruments Incorporated was founded in 1930 and is headquartered in Dallas, Texas.",Dallas,United States,Semiconductors,0.54072,0.42352,0.67466,8755999744.0,0.185,0.49181998,9918999552.0,12376000000.0,180.1,0.26,5.327,0.25615,61.547,0.68996,9738999808.0,8206000128.0,18343999488.0,4.453,Texas Instruments Incorporated,13.159,6233412.0,8932604.0,202.26,180.1,166327042048.0
TSCO,Consumer Cyclical,22000.0,"Tractor Supply Company operates as a rural lifestyle retailer in the United States. The company offers a selection of merchandise, including equine, livestock, pet, and small animal products necessary for their health, care, growth, and containment; hardware, truck, towing, and tool products; seasonal products, such as heating products, lawn and garden items, power equipment, gifts, and toys; work/recreational clothing and footwear; and maintenance products for agricultural and rural use. It provides its products under the 4health, Producer's Pride, American Farmworks, Red Shed, Bit & Bridle, Redstone, Blue Mountain, Retriever, C.E. Schmidt, Ridgecut, Countyline, Royal Wing, Dumor, Strive, Groundwork, Traveller, Huskee, Treeline, JobSmart, TSC Tractor Supply Co, Paws & Claws, and Untamed brands. As of December 25, 2021, it operated 2,003 Tractor Supply stores in 49 states, as well as 177 Petsense stores in 23 states. The company operates its retail stores under the Tractor Supply Company, Del's Feed & Farm Supply, and Petsense names. It also operates websites under the TractorSupply.com and Petsense.com names. The company sells its products to recreational farmers, ranchers, and others. The company was founded in 1938 and is based in Brentwood, Tennessee.",Brentwood,United States,Specialty Retail,0.12883,0.07832,0.35167,1138720000.0,0.153,0.107609995,1640156032.0,4477153000.0,233.53,0.674,1.574,0.11557999,195.704,0.50789,878030016.0,3919293952.0,12731105280.0,0.434,Tractor Supply Company,17.734,957769.0,1316426.0,239.86,233.53,26579216384.0
TRMB,Technology,11402.0,"Trimble Inc. provides technology solutions that enable professionals and field mobile workers to enhance or transform their work processes worldwide. It operates through four segments: Buildings and Infrastructure, Geospatial, Resources and Utilities, and Transportation. The Buildings and Infrastructure segment offers field and office software for route selection and design; systems to guide and control construction equipment; systems to monitor, track, and manage assets, equipment, and workers; software to share and communicate data; program management solutions for construction owners; 3D conceptual design and modeling software; building information modeling software; integrated site layout and measurement systems; cost estimating, scheduling, and project controls solutions; and applications for sub-contractors and trades. The Geospatial segment provides surveying and geospatial products, and geographic information systems. The Resources and Utilities segment offers precision agriculture products and services, such as guidance and positioning systems, automated and variable-rate application and technology systems, and information management solutions. This segment also provides manual and automated navigation guidance for tractors and other farm equipment; solutions to automate application of pesticide and seeding; water solutions; and agricultural software. The Transportation segment offers solutions for long haul trucking and freight shipper markets; mobility solutions, including route management, safety and compliance, end-to-end vehicle management, video intelligence, and supply chain communications; and fleet and transportation management systems, analytics, routing, mapping, reporting, and predictive modeling solution under Trimble brand name. The company was formerly known as Trimble Navigation Limited and changed its name to Trimble Inc. in October 2016. Trimble Inc. was founded in 1978 and is headquartered in Sunnyvale, California.",Sunnyvale,United States,Scientific & Technical Instruments,0.21677,0.15653,0.58395,783500032.0,0.138,0.16514999,772300032.0,1850100000.0,71.81,0.45,1.367,0.053969998,37.364,0.15434,513200000.0,1450400000.0,3562800128.0,0.958,Trimble Inc.,15.465,1547354.0,2187346.0,96.49,71.81,18024884224.0
ULTA,Consumer Cyclical,16000.0,"Ulta Beauty, Inc. operates as a retailer of beauty products in the United States. The company's stores offer cosmetics, fragrances, skincare and haircare products, bath and body products, and salon styling tools; professional hair products; salon services, including hair, skin, makeup, and brow services; and others, including nail products and accessories. It also provides its private label products, such as the Ulta Beauty Collection branded cosmetics, skincare, and bath products, as well as Ulta Beauty branded products; and the Ulta Beauty branded gifts. As of January 30, 2021, the company operated 1,264 retail stores across 50 states. It also distributes its products through its Website, ulta.com; and mobile applications. The company was formerly known as Ulta Salon, Cosmetics & Fragrance, Inc. and changed its name to Ulta Beauty, Inc. in January 2017. Ulta Beauty, Inc. was founded in 1990 and is based in Bolingbrook, Illinois.",Bolingbrook,United States,Specialty Retail,0.19143999,0.10715,0.43178,966166976.0,0.286,0.15747,1550701056.0,2334459000.0,391.23,1.985,1.745,0.15695,92.626,0.45192,605052992.0,1840285952.0,8100201984.0,0.477,"Ulta Beauty, Inc.",36.677,709508.0,696150.0,422.43,391.23,21173446656.0
VRSN,Technology,902.0,"VeriSign, Inc., together with its subsidiaries, provides domain name registry services and internet infrastructure that enables internet navigation for various recognized domain names worldwide. It enables the security, stability, and resiliency of internet infrastructure and services, including providing root zone maintainer services, operating two of the 13 internet root servers; and offering registration services and authoritative resolution for the .com and .net domains, which support global e-commerce. The company also back-end systems for .cc, .gov, .edu, and .name domain names, as well as operates distributed servers, networking, security, and data integrity services. VeriSign, Inc. was incorporated in 1995 and is headquartered in Reston, Virginia.",Reston,United States,Software—Infrastructure,0.68903,0.59117,0.85543,807152000.0,0.063,0.65292,914742976.0,1135643000.0,220.75,1.154,1.181,0.28888,,,1205805056.0,1794125056.0,1327576064.0,1.135,"VeriSign, Inc.",-12.738,618800.0,2182102.0,257.03,220.75,24520468480.0
